Episode,Reward,Critic Loss,Actor Loss
138,-31.12451152,74.17055511,3.811900616
139,-30.0536007,31.7191925,4.039310455
139,-31.28459679,80.40656281,4.449805737
139,-31.19594309,34.40884399,3.796609163
140,-30.19497061,52.05109787,4.466603279
140,-23.12131304,36.01039886,3.939214945
140,-91.79752383,20.57782173,3.858512402
140,-94.47252324,108.814888,3.759699106
140,-100.2493502,39.8883934,3.615744591
140,-101.6952151,39.10905838,4.185981274
140,-136.5310302,77.52788544,4.22902441
140,-137.6575143,61.87723541,3.901328325
140,-139.3936639,34.80257034,3.537598133
140,-142.00497,7734.236816,3.659804583
141,-30.22681615,85.88807678,3.81418705
141,-30.69440514,2.080662251,3.669090271
141,-34.8992171,84.23683929,3.853468895
141,-33.84479694,55.42917252,3.292109251
141,-38.48952887,90.86540985,4.085021973
141,-44.96915126,77.3394928,4.114721298
141,-47.15702963,60.57249832,4.030766964
142,-30.10607862,13.6622858,4.165837765
142,-32.28416438,64.91000366,4.017881393
142,-35.41250928,7713.60791,4.0311203
142,-32.21286421,20.85169601,3.462403774
142,-33.14450228,82.4381485,4.194675446
142,-39.48590595,40.12785339,3.843583584
142,-47.88185513,35.83143616,4.663555622
142,-49.65027027,43.15596771,4.653682709
142,-47.60283716,73.97245026,4.629559994
142,-44.48113791,29.95994949,4.15536499
143,-30.07898568,72.55819702,5.135230064
144,-30.07349153,101.5109406,4.866549015
144,-27.57713774,31.84417343,4.624424458
144,-57.87313983,60.25514984,4.751600742
145,-29.94065227,32.92834091,5.040042877
145,-20.85498776,46.17074585,4.848784924
146,-30.15729883,56.62779999,5.144360065
146,-28.73516795,7763.939453,4.398253441
146,673.9163102,47.39797592,5.300046921
147,-29.99426631,32.30501175,4.71289444
147,-31.53321076,74.09989929,5.504191875
147,-26.4722552,43.54417419,4.943617344
147,-126.9300606,27.39266586,4.3560462
148,-30.15389158,72.34580231,3.831920624
148,-21.58963441,87.25810242,3.830970526
148,-57.87409052,7750.812012,3.876607895
149,-30.03058538,2.213140488,3.872652054
149,-24.80278296,74.81703949,4.453990936
149,-26.17048656,83.1115036,4.209150791
149,-28.8581352,24.4066391,3.836227894
150,-30.13773598,27.86462402,3.495602369
150,-25.61425804,51.73679352,4.319016933
150,1376.214306,37.1170845,3.898869038
151,-30.18503794,15.21216869,4.310889244
151,-24.46617243,29.27249336,4.349786758
152,-30.04751408,76.3004837,3.929119825
152,-22.20031185,95.83679199,4.540638924
153,-30.17350742,58.87185669,4.403865337
153,-26.12080016,63.91867447,4.410013199
154,-30.01412338,38.05711365,4.674345493
154,-27.75413834,85.58562469,5.178332329
154,-30.65778421,57.57761765,4.793231964
154,-118.7780271,32.33116913,5.183055878
155,-30.00858059,28.5873127,3.770219088
156,-30.02164936,64.1721344,5.459784985
156,-25.68601695,29.95883369,5.843612194
157,-29.97721663,7787.655273,5.297116756
157,-26.27422196,46.24269867,4.591505527
157,639.9515701,60.23602295,4.83275795
158,-29.99008582,70.74395752,5.307124615
158,-27.37174115,52.91722488,5.691344261
159,-30.02220795,31.49178505,4.414434433
159,-24.34398064,53.33308411,4.628607273
160,-30.06487432,7714.259277,4.629149437
160,-21.13237419,42.0381546,4.065667629
161,-30.01699227,58.41153336,4.623343468
161,674.498331,74.55200195,4.826075554
162,-30.01607945,41.22440338,4.833513737
162,673.976971,47.7675209,4.522868633
163,-30.07925366,52.02972031,4.882982731
163,-57.74409076,26.58110619,4.72129488
164,-30.052106,69.98677063,5.05909729
164,-22.9085199,67.47564697,4.368644714
165,-30.13680321,73.79219818,5.415786743
165,-25.14118421,50.19438934,5.058224678
166,-29.96391138,24.15317726,5.604435921
166,-23.53705403,48.54272461,5.629292965
167,-30.0214177,7886.361816,5.115620136
167,-22.02120316,7774.567871,4.984933853
168,-29.97319097,79.94352722,4.677358627
168,-22.98127787,47.58734131,3.939133167
169,-30.05815915,60.09952927,4.86978817
169,-26.1668135,38.16267014,4.980509758
170,-30.05383112,73.76901245,4.835899353
170,-23.45729566,56.43669891,4.662006378
171,-30.04533018,29.33269691,4.683177948
171,-23.55484923,17.53666115,4.299348831
172,-30.05152741,79.58924866,5.761312962
173,-30.09769543,15.57997513,4.374947071
173,-23.92157909,62.44205093,5.232743263
174,-29.98250244,44.20517349,5.653275967
174,-26.52191771,41.24242783,5.134023666
174,-276.7608969,43.15525818,5.594624519
175,-30.06124382,51.17559052,4.711139202
175,-23.80744874,29.22654915,6.193965435
176,-29.99485872,38.52904129,4.717327118
176,-23.51048884,93.48000336,5.651452541
177,-30.02848753,64.34372711,5.982343674
177,-20.15752194,63.1579628,5.238855839
178,-30.01505168,7928.536621,5.681173325
178,680.0775984,50.02233887,5.873714447
179,-30.15240469,7875.799316,5.833436489
179,-23.78216938,55.92131424,5.011457443
180,-30.19185894,62.75366211,5.698565006
180,675.1660971,55.68426132,5.294355869
181,-30.05329849,7963.762695,5.691091061
181,-27.23383439,76.52372742,5.560133934
182,-30.14450943,29.06392288,7.015532017
182,-20.25396259,73.46746826,5.133612633
183,-30.11988298,79.05747986,6.160900593
183,-24.60760911,7970.993652,5.75984621
184,-30.0667262,7966.285645,6.151304722
184,-23.87624751,23.64176178,6.010044575
185,-30.12983919,39.67486572,4.890679359
185,-27.77092872,51.99868011,5.103664875
185,-28.0311999,42.86400223,5.467106819
186,-30.0593761,73.00476837,5.950101852
186,-24.43349888,67.35287476,5.868166447
187,-30.06803908,7779.324219,6.531388283
187,-28.07295529,56.84661484,5.234651566
188,-30.05722732,45.03161621,6.412742615
188,-22.85211872,56.4051857,5.652194977
189,-30.16076048,50.95625305,6.134917736
189,-22.06190192,7780.594727,6.001748085
190,-29.96427063,84.5790863,5.746001244
190,-25.74652065,89.02502441,6.215676308
191,-30.00786248,72.71147919,5.617085457
192,-30.09511744,7896.33252,6.924004555
192,-24.06714806,58.07285309,6.26345253
192,-95.56578341,105.9610443,5.341357231
193,-30.07171194,47.31592178,6.0762043
193,-23.33361701,7811.108398,6.406356335
193,-211.7111841,19.59404373,5.402702332
194,-30.05613865,62.74799728,6.215180874
194,-23.06758182,7762.327637,6.418651104
194,-121.9190893,7770.678223,6.015097141
195,-30.0073535,61.67341995,6.401041031
195,-21.80015865,32.27470779,6.080230713
196,-30.20039252,39.06511688,5.977633953
196,-23.2913947,63.8158226,5.938704491
197,-30.15605282,59.57271576,4.440074921
197,-23.19941936,104.8771973,5.908270836
198,-30.03106927,77.72000885,6.676263809
198,676.3208599,38.6661377,5.544077873
199,-30.06492684,34.4335022,7.254111767
199,-21.52031281,28.40135574,5.77179575
200,-29.98168171,68.35843658,5.95563221
200,-25.63670389,11.81012154,6.816446781
201,-30.0790692,86.53359222,6.365884304
201,-87.24104079,89.36945343,5.719758034
202,-30.18487133,7878.11377,6.473854065
203,-30.03330084,7743.50293,7.300887108
203,-27.05399629,55.25728607,6.41226387
204,-30.03357211,66.0145874,6.676348686
205,-30.04908992,7777.51416,6.27361393
205,-25.22915231,78.20278931,5.945787907
206,-30.11024468,26.43030357,6.475864887
206,-20.87233858,100.1896133,7.206754208
207,-30.06761879,48.2543602,6.537390232
207,1375.363162,7910.970215,5.802232742
208,-30.10212369,7885.700684,6.007483006
209,-29.9850646,45.8681488,6.474910736
209,1379.908461,48.60949707,6.569443703
210,-30.08493196,55.28551483,5.947193623
210,-24.39873579,44.67264175,5.466157436
210,-422.6935584,15581.0957,6.442825317
211,-29.95042112,15374.72949,6.220768929
212,-29.97075335,102.340416,5.920025349
212,-22.58815299,7712.97998,5.343891621
213,-30.03293816,7703.128418,4.995896816
214,-30.03173948,7625.078613,5.58692503
214,-53.90494888,100.8279266,5.483484745
215,-30.13142507,54.80628967,4.600734711
215,-25.06233342,68.19071198,4.973237991
216,-30.13013634,7790.282227,4.027170658
216,677.8287809,60.51343536,5.141327858
217,-30.06766396,7682.597656,4.526689529
218,-29.96967906,84.45635223,4.903216839
219,-30.0096941,60.94298553,4.120073318
219,-23.50429816,15486.63965,4.723279476
220,-30.06256411,7841.835449,5.592352867
220,-23.59331011,20.91611671,4.838857174
221,-30.04645507,7770.452148,5.760829449
221,-23.96476934,35.56781769,4.935451031
222,-30.08065076,47.52546692,5.295810699
222,1373.386197,7830.644531,5.027322292
223,-30.04674092,15547.47949,4.6983428
224,-30.14159461,7672.078125,5.0227561
225,-30.22823356,15578.44043,4.878879547
226,-30.02685001,15440.3877,4.334190369
226,-22.17654577,60.88234711,3.875612974
227,-30.09381739,64.89967346,4.547253609
227,-25.15041528,7835.79834,3.995015383
228,-30.07979487,7652.888672,4.058364391
228,-25.37523249,7775.020996,2.968385935
229,-30.27467725,15399.34082,3.548286438
229,-148.7024621,7646.836914,3.112855196
230,-29.99219296,7689.980957,3.017032623
230,677.6036224,84.26711273,3.25894618
231,-30.08919301,107.8055191,2.714383602
231,676.6813693,7678.293945,2.84183979
232,-30.03493486,7577.029785,1.623482347
233,-30.10117424,107.8350067,2.214515686
234,-29.98188414,117.9215012,2.911194324
234,-25.63039835,7591.574707,1.770285368
234,612.1935348,58.25067902,2.627655029
235,-30.07340692,7603.620605,2.401082754
235,-23.75112612,118.2419739,2.645501137
236,-30.15949287,15087.28711,1.845609546
236,-25.14695701,7679.220703,2.021457672
237,-30.03560699,15240.50195,1.880502701
237,-24.69440538,99.63538361,1.252295613
238,-29.92400415,136.3053284,1.154080868
238,-23.52532365,112.8509903,2.353179693
238,639.8455084,98.71555328,1.205864906
239,-30.017496,7627.026855,2.038123131
239,-23.25610194,84.77542114,1.404364944
240,-30.20315045,7637.837891,2.615381002
240,-24.99333478,7690.996582,2.542457581
241,-30.14256727,47.31642914,2.432098866
241,-23.73164385,63.83912659,1.839512348
242,-30.10589766,15244.10254,1.939427614
242,-21.55513848,103.4052124,1.527891278
243,-30.05000172,62.74203873,2.554232597
244,-30.00698479,59.44382095,3.436349392
244,-54.00045885,7703.940918,2.972585917
245,-30.02541419,7684.979004,2.239169598
245,-22.64637922,105.2746506,2.357541323
246,-30.1146081,126.9910889,2.583239555
246,679.6195338,7892.414063,3.341086149
247,-30.11957126,7705.979004,3.08063817
247,-23.52647424,7717.607422,3.029927969
248,-30.04507892,100.8274155,2.589312315
248,-23.22853712,83.77147675,3.049713135
249,-29.96723633,47.04807281,2.430687189
249,-24.2853518,57.38741302,3.489741564
250,-30.04900534,7644.658203,3.741410017
251,-29.93547651,23137.76953,3.21080637
252,-29.93424444,7703.401367,3.614186764
252,-22.07321917,67.92648315,3.796508789
253,-30.09271818,53.59386444,3.356565475
253,-23.28476101,32.08250809,4.101592541
254,-30.04767031,104.7036819,3.559378862
254,-22.11292345,129.2151489,4.914888382
255,-29.94215858,15477.12695,5.101007938
255,-22.18634024,7806.765625,4.947052956
256,-30.05161405,15484.48047,4.095549583
256,-22.84527472,15496.24414,4.557492256
257,-29.99897627,7714.978516,4.623998642
257,-24.97414679,93.4246521,3.378757
258,-30.00921643,39.82488251,3.948858261
259,-30.1151261,7762.703125,3.596503735
260,-29.95565399,110.8638,4.239526272
260,-24.64864539,26.52258682,3.318106413
261,-29.99175481,7928.972168,4.208352566
262,-30.05767733,7769.946777,4.178967953
262,-25.08114143,15249.81641,3.660191059
263,-30.1372686,76.53650665,3.75810504
264,-30.08992273,16.57177734,4.11619091
264,-21.40409077,76.05740356,5.330231667
265,-30.05914345,23035.93359,4.097667217
265,-22.5471538,15509.26172,3.550493717
266,-29.98789612,7811.197754,4.534116268
266,-25.15481846,44.53327179,5.124103069
266,-57.84124927,117.0169754,3.736736774
267,-30.04624941,50.4098053,5.201214314
267,-25.83179094,7750.092773,4.387284279
268,-30.04435675,7660.297852,3.119232178
268,-21.10118494,62.44615173,4.12885952
269,-30.146263,49.01203918,4.059364319
269,-23.64151719,7762.14209,3.754139662
270,-29.96434517,46.97671127,4.094554424
270,677.9639675,7755.083008,4.693462849
271,-30.05150355,15400.05762,4.082309246
271,673.9352043,7698.963867,4.188201904
272,-30.05860843,63.65635681,4.358659267
273,-30.09075881,67.19556427,4.048494339
274,-30.14738338,87.35551453,3.879662037
274,-22.02458747,15290.75,4.485802174
275,-30.15294998,50.26553726,4.386739254
275,-21.70337994,47.92432022,4.128953457
276,-29.98441731,73.09081268,4.571411133
276,-22.99237167,7839.372559,4.383069515
277,-30.11747282,44.35924149,4.406205177
278,-30.01500096,87.55754852,6.009368896
278,672.9911755,24.38245773,5.103288174
279,-30.0779767,58.18354797,4.032240868
279,679.4068936,88.52442169,5.323938847
280,-30.15661696,7725.785156,5.773943424
280,-26.85262925,94.10107422,5.834896088
281,-30.18034393,82.8642807,6.287691116
281,-22.65788081,7716.025879,5.710366726
282,-30.10887142,85.53816986,5.310432911
282,-20.86795799,63.14674377,7.089844227
283,-30.04136184,7728.163574,6.862951756
284,-29.94556744,62.84494019,5.744661331
284,-20.80023414,21.26256561,5.085389137
285,-30.12621893,27.5267067,5.695103645
286,-29.97737308,39.51503754,5.641347885
286,-21.09314516,74.87213135,6.564186573
287,-30.04375634,80.46219635,7.200322628
287,-23.71578995,7890.334473,6.492074966
288,-29.9443048,7775.700684,5.017109394
288,680.0046241,128.1110382,7.432990074
289,-30.18961692,15548.06836,5.060976982
289,-22.35671876,7735.768066,5.838350773
290,-29.97422369,7803.838379,6.596656322
290,-22.74150749,38.18843079,5.97410965
290,-61.43953029,73.43182373,6.22800684
291,-30.070784,28.79718399,6.888901711
291,-22.96149256,61.27599716,7.090099335
292,-30.1054428,65.76322937,7.214957714
292,-25.77909677,49.76063156,6.566763878
293,-30.02762481,46.00630188,6.12084341
294,-29.92430946,7812.338867,5.961883068
295,-30.15762883,7745.456055,5.948881149
296,-30.15262806,7783.493652,6.538766861
296,-24.21836438,7732.199219,5.289093018
297,-30.0101013,7776.300781,5.606186867
298,-29.99587232,133.4903717,5.394024372
298,-21.58106697,7719.948242,5.063619614
298,-180.0364419,7677.041504,4.047435284
299,-30.00249547,7716.719238,4.894947529
299,679.5474894,62.5483017,4.136834621
300,-30.04061225,56.14981461,4.838450909
300,-177.2387515,104.6641617,4.469503403
301,-30.13747923,96.71340942,5.144194126
302,-29.99201589,97.53188324,4.724427223
302,-22.38368123,7695.228516,3.706931591
303,-30.05308562,77.76400757,5.086078644
303,673.6327035,15383.24707,4.964460373
304,-30.06161946,50.30365753,4.884086609
304,674.7644902,78.35214233,4.404518127
305,-30.1662832,7694.453125,5.918787003
305,-25.33544274,7771.997559,5.446302891
306,-30.05387214,7850.869141,4.908504963
306,-22.17239106,7774.100098,5.043994904
307,-30.07923762,7862.004395,4.439934731
307,2777.27078,7659.914063,4.42784977
308,-30.08285123,106.5715637,4.621641636
308,1378.47182,75.49053192,4.284490585
309,-30.06648222,7920.175781,3.6213305
309,-23.69824763,15534.78809,3.609359264
310,-30.08888507,15408.01172,4.13133955
310,1343.821606,110.8471832,2.899383545
311,-30.07267822,7609.124512,2.769741535
311,-22.21384051,93.13023376,3.830211639
312,-30.10763104,108.3348618,4.505752563
313,-30.16505982,22995.93359,3.188642025
313,-23.71098146,76.52248383,2.604499102
313,-182.5687428,15378.25488,3.041854858
314,-30.04762152,15205.49219,3.020231247
314,-57.53573368,75.65847778,2.859143257
315,-30.11687532,83.95217133,3.729857922
315,-23.2184477,65.71292114,2.244433403
316,-30.10630179,7622.310547,2.674381256
317,-30.01521381,90.74465179,3.657702446
317,-22.28915316,94.70102692,3.558630228
318,-30.08545182,104.5592957,4.959393024
318,-21.95224457,150.9490204,3.762983084
319,-30.03949973,15368.6875,4.164433479
319,-22.45348466,7699.696777,4.275015831
320,-30.0776744,112.8217773,3.825073242
321,-30.04225477,7681.956055,4.410623074
321,-23.74695876,7796.578125,4.70619297
322,-30.01758267,44.02731323,3.312605858
323,-29.98623096,41.42726517,4.170726299
323,-55.22000506,15474.89941,3.585781097
324,-30.06156056,7755.868164,4.885858536
324,-21.78537242,98.82320404,3.373278141
325,-30.08809984,15371.0293,2.865653276
325,-57.84807616,85.16684723,4.156657219
326,-30.05590094,88.51557922,3.660928965
326,-25.85664314,15283.64258,4.076915741
327,-30.05210048,72.43273926,4.385995865
327,-25.50700108,82.72092438,3.691588879
328,-30.05783175,7736.859863,4.136689186
328,-86.29186571,59.2870636,3.803867579
329,-30.13897825,7728.336914,5.097901821
329,-22.90768127,147.5000916,4.9324193
330,-30.01096577,81.34434509,4.819700718
330,-21.7222872,52.90084076,4.73901844
331,-30.15877443,87.66851807,4.492216587
331,-24.37437088,7723.965332,4.256001472
332,-30.12037819,15423.36133,4.755750179
332,-25.89748416,7724.16748,6.288992882
333,-30.03678878,7761.868652,4.734958649
334,-30.03908319,80.90148163,5.691329002
335,-30.01960125,7743.731445,4.038740635
336,-30.08010241,15342.16309,4.761372089
336,1376.198546,7692.591309,4.684020042
337,-30.07797181,15357.57422,3.25440979
337,-24.14181716,7771.789063,4.101418495
338,-30.09009971,100.6852188,3.703068256
339,-30.11765993,7732.089355,3.088321686
339,-21.91660767,96.47445679,3.151655436
340,-30.15531275,15380.25293,2.47803545
341,-30.14469862,77.4643631,2.632009268
342,-30.09677977,7788.006348,2.499577045
342,-24.72688701,15341.87109,2.006741524
343,-30.1917889,7706.564941,1.729748845
343,-25.54978292,129.1905518,2.413559198
344,-30.11454035,53.22451782,2.220438719
344,-22.15573561,7599.231934,2.284861803
